opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00000632,632,ACC000904,Commande 632,Analyse,91595.98,29.9,2024-03-02,2023-06-24,Demarchage,Client Existant - Extension,58
OPP00000633,633,ACC000634,Commande 633,Analyse,15676.94,44.2,2023-05-23,2022-09-22,Recommandation,Nouveau Client,
OPP00000634,634,ACC000101,Commande 634,Closed Won,15461.1,100.0,2022-08-13,2021-08-30,Demarchage,Client Existant - Reduction,
OPP00000635,635,ACC000168,Commande 635,Qualification,89800.09,55.8,2022-05-24,2021-12-29,Email,Nouveau Client,94
OPP00000636,636,ACC000411,Commande 636,Proposition,2126.73,42.1,2022-12-08,2022-05-09,Partenaire,Client Existant - Renouvellement,
OPP00000637,637,ACC000172,Commande 637,Closed Won,91462.76,100.0,2022-09-17,2022-01-22,Demarchage,Client Existant - Reduction,14
OPP00000638,638,ACC000085,Commande 638,Proposition,94879.67,65.4,2023-07-02,2022-08-15,Recommandation,Client Existant - Renouvellement,78
OPP00000639,639,ACC000837,Commande 639,Qualification,15887.26,40.6,2024-05-16,2023-11-25,Demarchage,Client Existant - Reduction,
OPP00000640,640,ACC000706,Commande 640,Closed Won,19456.38,100.0,2022-02-22,2021-11-26,Partenaire,Nouveau Client,
OPP00000641,641,ACC000859,Commande 641,Closed Won,6068.17,100.0,2022-04-09,2021-08-20,Demarchage,Client Existant - Reduction,
OPP00000642,642,ACC000739,Commande 642,Closed Won,35694.96,100.0,2024-02-14,2023-07-09,Demarchage,Nouveau Client,46
OPP00000643,643,ACC000144,Commande 643,Closed Won,15574.52,100.0,2025-02-21,2024-06-29,Email,Client Existant - Extension,
OPP00000644,644,ACC000944,Commande 644,Proposition,95691.43,34.9,2022-09-18,2022-01-28,Partenaire,Client Existant - Extension,38
OPP00000645,645,ACC000959,Commande 645,Closed Won,27094.14,100.0,2023-03-31,2022-09-10,Recommandation,Nouveau Client,63
OPP00000646,646,ACC000394,Commande 646,Qualification,84611.54,56.3,2023-01-20,2022-11-05,Email,Client Existant - Reduction,32
OPP00000647,647,ACC000330,Commande 647,Closed Won,19175.03,100.0,2022-01-22,2021-07-14,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00000648,648,ACC000431,Commande 648,Proposition,37940.63,31.5,2024-05-31,2023-12-08,Site Web,Nouveau Client,82
OPP00000649,649,ACC000245,Commande 649,Negociation,70324.65,42.4,2024-03-06,2023-04-25,Salon du Livre,Nouveau Client,
OPP00000650,650,ACC000457,Commande 650,Closed Won,80869.77,100.0,2024-04-16,2023-10-11,Reseaux Sociaux,Client Existant - Extension,98
OPP00000651,651,ACC000801,Commande 651,Closed Won,85350.74,100.0,2025-02-03,2024-04-23,Salon du Livre,Client Existant - Reduction,5
OPP00000652,652,ACC000100,Commande 652,Closed Won,16426.8,100.0,2024-06-14,2023-11-06,Partenaire,Nouveau Client,
OPP00000653,653,ACC000293,Commande 653,Negociation,55617.94,49.6,2022-06-29,2021-11-23,Site Web,Client Existant - Extension,
OPP00000654,654,ACC000173,Commande 654,Qualification,61984.57,63.8,2022-01-01,2021-09-07,Recommandation,Nouveau Client,
OPP00000655,655,ACC000725,Commande 655,Proposition,71345.86,51.0,2022-07-10,2021-12-10,Partenaire,Client Existant - Extension,
OPP00000656,656,ACC000921,Commande 656,Closed Won,76355.67,100.0,2025-01-03,2024-07-04,Salon du Livre,Client Existant - Reduction,31
OPP00000657,657,ACC000202,Commande 657,Analyse,38383.12,10.7,2023-01-19,2022-06-13,Demarchage,Client Existant - Reduction,70
OPP00000658,658,ACC000035,Commande 658,Proposition,46607.8,24.8,2022-04-09,2022-01-09,Demarchage,Client Existant - Renouvellement,
OPP00000659,659,ACC000126,Commande 659,Closed Won,87961.7,100.0,2024-04-02,2023-04-17,Recommandation,Nouveau Client,87
OPP00000660,660,ACC000259,Commande 660,Closed Won,88901.64,100.0,2024-10-26,2024-06-28,Salon du Livre,Nouveau Client,39
OPP00000661,661,ACC000163,Commande 661,Closed Won,86134.48,100.0,2023-11-16,2023-05-26,Recommandation,Client Existant - Extension,
OPP00000662,662,ACC000084,Commande 662,Closed Won,40671.17,100.0,2024-12-29,2024-05-31,Partenaire,Client Existant - Extension,
OPP00000663,663,ACC000526,Commande 663,Negociation,97026.82,67.3,2025-08-15,2024-09-11,Salon du Livre,Client Existant - Renouvellement,
OPP00000664,664,ACC000624,Commande 664,Negociation,77141.42,34.5,2023-12-04,2023-01-18,Partenaire,Client Existant - Renouvellement,43
OPP00000665,665,ACC000076,Commande 665,Analyse,2412.08,37.3,2023-08-25,2023-03-12,Demarchage,Client Existant - Renouvellement,100
OPP00000666,666,ACC000857,Commande 666,Closed Won,9618.48,100.0,2024-03-29,2024-02-17,Recommandation,Client Existant - Extension,12
OPP00000667,667,ACC000944,Commande 667,Proposition,28583.61,48.7,2023-12-11,2023-06-09,Demarchage,Client Existant - Renouvellement,
OPP00000668,668,ACC000180,Commande 668,Analyse,95295.97,70.3,2023-03-30,2023-02-03,Reseaux Sociaux,Client Existant - Renouvellement,51
OPP00000669,669,ACC000078,Commande 669,Closed Won,35576.4,100.0,2023-08-25,2022-10-04,Demarchage,Client Existant - Reduction,93
OPP00000670,670,ACC000749,Commande 670,Proposition,28593.25,42.9,2024-01-15,2023-04-10,Email,Client Existant - Extension,71
OPP00000671,671,ACC000592,Commande 671,Closed Won,36640.17,100.0,2022-05-05,2021-10-19,Reseaux Sociaux,Nouveau Client,38
OPP00000672,672,ACC000348,Commande 672,Qualification,81177.82,54.4,2023-06-28,2022-10-28,Salon du Livre,Client Existant - Extension,
OPP00000673,673,ACC000024,Commande 673,Negociation,3752.51,36.3,2021-10-09,2021-08-07,Recommandation,Nouveau Client,92
OPP00000674,674,ACC000288,Commande 674,Proposition,40539.41,55.2,2025-02-11,2024-05-26,Salon du Livre,Client Existant - Renouvellement,43
OPP00000675,675,ACC000528,Commande 675,Closed Won,49029.33,100.0,2024-12-08,2024-07-09,Demarchage,Client Existant - Reduction,
OPP00000676,676,ACC000364,Commande 676,Negociation,61542.8,37.4,2023-12-13,2023-03-14,Salon du Livre,Client Existant - Reduction,
OPP00000677,677,ACC000036,Commande 677,Closed Won,1561.71,100.0,2022-11-23,2021-12-20,Email,Nouveau Client,64
OPP00000678,678,ACC000430,Commande 678,Qualification,79141.95,12.9,2022-03-13,2022-02-11,Recommandation,Client Existant - Renouvellement,68
OPP00000679,679,ACC000234,Commande 679,Proposition,79854.59,54.9,2021-12-30,2021-06-26,Site Web,Client Existant - Renouvellement,
OPP00000680,680,ACC000034,Commande 680,Negociation,28446.07,72.3,2023-09-23,2022-10-01,Demarchage,Nouveau Client,15
OPP00000681,681,ACC000292,Commande 681,Negociation,92264.09,36.6,2024-12-31,2024-07-13,Partenaire,Nouveau Client,
OPP00000682,682,ACC000954,Commande 682,Negociation,47080.11,13.1,2022-07-11,2022-02-04,Site Web,Client Existant - Reduction,99
OPP00000683,683,ACC000513,Commande 683,Closed Won,6359.86,100.0,2023-12-08,2023-10-05,Salon du Livre,Client Existant - Reduction,8
OPP00000684,684,ACC000918,Commande 684,Proposition,46346.93,19.6,2024-05-01,2023-11-30,Recommandation,Client Existant - Renouvellement,37
OPP00000685,685,ACC000944,Commande 685,Analyse,30190.35,31.2,2024-02-18,2023-12-08,Recommandation,Client Existant - Renouvellement,83
OPP00000686,686,ACC000462,Commande 686,Analyse,12420.39,73.4,2022-05-15,2022-03-16,Salon du Livre,Nouveau Client,
OPP00000687,687,ACC000358,Commande 687,Analyse,41534.91,22.6,2022-09-26,2022-04-22,Site Web,Client Existant - Reduction,79
OPP00000688,688,ACC000692,Commande 688,Closed Won,2055.5,100.0,2023-08-12,2023-05-14,Partenaire,Client Existant - Extension,19
OPP00000689,689,ACC000097,Commande 689,Closed Won,57383.79,100.0,2023-04-15,2023-02-24,Email,Nouveau Client,
OPP00000690,690,ACC000289,Commande 690,Closed Won,9052.46,100.0,2021-11-06,2021-07-26,Site Web,Client Existant - Renouvellement,
OPP00000691,691,ACC000304,Commande 691,Closed Won,61778.32,100.0,2025-04-03,2024-08-17,Site Web,Nouveau Client,77
OPP00000692,692,ACC000947,Commande 692,Closed Won,64134.44,100.0,2022-08-26,2021-11-30,Email,Nouveau Client,
OPP00000693,693,ACC000511,Commande 693,Negociation,96338.13,59.8,2022-06-14,2021-08-02,Partenaire,Nouveau Client,82
OPP00000694,694,ACC000772,Commande 694,Closed Won,1846.86,100.0,2022-08-31,2022-03-12,Partenaire,Client Existant - Renouvellement,20
OPP00000695,695,ACC000672,Commande 695,Closed Won,15498.03,100.0,2022-07-30,2021-12-12,Email,Nouveau Client,31
OPP00000696,696,ACC000993,Commande 696,Closed Won,71002.57,100.0,2024-05-28,2023-10-27,Recommandation,Client Existant - Reduction,38
OPP00000697,697,ACC000427,Commande 697,Closed Won,50146.08,100.0,2023-12-17,2023-09-17,Demarchage,Client Existant - Reduction,38
OPP00000698,698,ACC000732,Commande 698,Closed Won,70175.92,100.0,2022-04-22,2021-11-19,Partenaire,Client Existant - Reduction,40
OPP00000699,699,ACC000009,Commande 699,Proposition,1837.34,44.1,2022-04-23,2021-07-08,Reseaux Sociaux,Client Existant - Reduction,37
OPP00000700,700,ACC000401,Commande 700,Proposition,51233.87,55.9,2021-11-27,2021-10-01,Salon du Livre,Client Existant - Renouvellement,
OPP00000701,701,ACC000290,Commande 701,Qualification,56260.3,23.8,2023-08-15,2023-06-26,Demarchage,Client Existant - Extension,
OPP00000702,702,ACC000668,Commande 702,Closed Won,19618.48,100.0,2024-04-14,2023-11-18,Salon du Livre,Client Existant - Extension,5
OPP00000703,703,ACC000872,Commande 703,Analyse,57382.98,49.6,2023-12-24,2023-05-19,Partenaire,Client Existant - Reduction,32
OPP00000704,704,ACC000297,Commande 704,Proposition,31978.42,22.8,2022-12-16,2022-05-09,Salon du Livre,Client Existant - Reduction,83
OPP00000705,705,ACC000440,Commande 705,Closed Won,32773.12,100.0,2021-12-05,2021-06-21,Salon du Livre,Client Existant - Reduction,70
OPP00000706,706,ACC000050,Commande 706,Qualification,60921.6,46.8,2023-12-13,2023-02-28,Email,Nouveau Client,23
OPP00000707,707,ACC000410,Commande 707,Closed Won,16794.56,100.0,2024-04-04,2023-08-10,Email,Client Existant - Reduction,14
OPP00000708,708,ACC000961,Commande 708,Closed Won,98079.21,100.0,2022-01-25,2021-06-30,Site Web,Client Existant - Extension,33
OPP00000709,709,ACC000303,Commande 709,Closed Won,18771.67,100.0,2022-05-11,2022-03-26,Salon du Livre,Nouveau Client,23
OPP00000710,710,ACC000840,Commande 710,Closed Won,81134.27,100.0,2025-05-09,2024-07-07,Salon du Livre,Client Existant - Reduction,
OPP00000711,711,ACC000712,Commande 711,Closed Won,25777.05,100.0,2022-05-11,2022-01-09,Email,Client Existant - Reduction,94
OPP00000712,712,ACC000779,Commande 712,Closed Won,10674.33,100.0,2022-10-02,2021-12-04,Partenaire,Client Existant - Renouvellement,41
OPP00000713,713,ACC000319,Commande 713,Closed Won,56518.53,100.0,2025-06-20,2024-08-15,Partenaire,Nouveau Client,26
OPP00000714,714,ACC000667,Commande 714,Analyse,96236.9,21.8,2022-03-18,2021-06-30,Salon du Livre,Client Existant - Renouvellement,39
OPP00000715,715,ACC000945,Commande 715,Closed Won,60949.6,100.0,2025-05-12,2024-07-03,Salon du Livre,Nouveau Client,11
OPP00000716,716,ACC000284,Commande 716,Closed Won,88060.04,100.0,2022-08-28,2021-11-05,Site Web,Client Existant - Renouvellement,55
OPP00000717,717,ACC000515,Commande 717,Closed Won,35265.53,100.0,2022-09-02,2021-10-09,Salon du Livre,Nouveau Client,23
OPP00000718,718,ACC000225,Commande 718,Closed Won,66791.81,100.0,2023-10-11,2023-08-23,Site Web,Client Existant - Renouvellement,20
OPP00000719,719,ACC000286,Commande 719,Closed Won,96602.86,100.0,2022-04-14,2021-12-05,Reseaux Sociaux,Client Existant - Renouvellement,15
OPP00000720,720,ACC000953,Commande 720,Qualification,6585.52,29.7,2022-05-21,2022-01-02,Reseaux Sociaux,Client Existant - Extension,53
OPP00000721,721,ACC000165,Commande 721,Analyse,52371.58,16.3,2023-01-19,2022-02-05,Reseaux Sociaux,Client Existant - Reduction,66
OPP00000722,722,ACC000895,Commande 722,Qualification,71421.12,53.6,2022-10-11,2021-11-30,Email,Client Existant - Extension,
OPP00000723,723,ACC000411,Commande 723,Negociation,27480.2,30.1,2021-12-01,2021-08-09,Partenaire,Client Existant - Reduction,39
OPP00000724,724,ACC000493,Commande 724,Negociation,81927.14,75.6,2025-06-28,2024-07-14,Partenaire,Client Existant - Renouvellement,77
OPP00000725,725,ACC000383,Commande 725,Proposition,87514.19,11.5,2022-06-22,2022-04-10,Reseaux Sociaux,Client Existant - Extension,
OPP00000726,726,ACC000948,Commande 726,Closed Won,22207.1,100.0,2022-11-21,2021-11-21,Email,Client Existant - Reduction,86
OPP00000727,727,ACC000108,Commande 727,Closed Won,59969.15,100.0,2025-03-09,2024-04-01,Reseaux Sociaux,Nouveau Client,
OPP00000728,728,ACC000478,Commande 728,Closed Won,5381.44,100.0,2022-07-18,2021-12-06,Site Web,Client Existant - Reduction,
OPP00000729,729,ACC000887,Commande 729,Closed Won,21901.17,100.0,2024-11-01,2023-12-23,Demarchage,Client Existant - Renouvellement,82
OPP00000730,730,ACC000235,Commande 730,Closed Won,97755.39,100.0,2023-05-28,2022-07-26,Salon du Livre,Client Existant - Reduction,46
OPP00000731,731,ACC000529,Commande 731,Closed Won,14986.85,100.0,2022-09-15,2022-05-14,Partenaire,Nouveau Client,100
OPP00000732,732,ACC000748,Commande 732,Closed Won,26667.09,100.0,2024-01-06,2023-01-08,Site Web,Client Existant - Extension,66
OPP00000733,733,ACC000883,Commande 733,Negociation,26722.72,74.8,2023-06-17,2022-09-14,Recommandation,Client Existant - Renouvellement,
OPP00000734,734,ACC000029,Commande 734,Closed Won,47646.01,100.0,2023-05-17,2022-11-25,Email,Client Existant - Renouvellement,
OPP00000735,735,ACC000964,Commande 735,Proposition,69549.22,27.2,2024-04-20,2024-02-27,Recommandation,Client Existant - Extension,57
OPP00000736,736,ACC000220,Commande 736,Negociation,35148.13,59.4,2024-09-11,2024-04-04,Site Web,Client Existant - Extension,70
OPP00000737,737,ACC000305,Commande 737,Analyse,75952.6,49.4,2023-04-17,2022-07-02,Email,Nouveau Client,88
OPP00000738,738,ACC000017,Commande 738,Closed Won,49376.58,100.0,2024-07-17,2024-01-27,Recommandation,Nouveau Client,
OPP00000739,739,ACC000642,Commande 739,Closed Won,27862.47,100.0,2024-11-02,2023-11-07,Demarchage,Client Existant - Reduction,
OPP00000740,740,ACC000219,Commande 740,Qualification,65158.41,64.5,2024-08-15,2024-05-10,Partenaire,Client Existant - Reduction,
OPP00000741,741,ACC000290,Commande 741,Negociation,74466.99,60.5,2024-05-01,2024-01-08,Email,Client Existant - Renouvellement,22
OPP00000742,742,ACC000935,Commande 742,Closed Won,34674.17,100.0,2023-09-10,2022-11-26,Site Web,Client Existant - Extension,
OPP00000743,743,ACC000745,Commande 743,Closed Won,3989.89,100.0,2022-06-22,2021-09-13,Email,Nouveau Client,17
OPP00000744,744,ACC000908,Commande 744,Closed Won,95043.1,100.0,2023-02-01,2022-06-17,Demarchage,Nouveau Client,23
OPP00000745,745,ACC000638,Commande 745,Closed Won,67597.54,100.0,2022-11-30,2022-02-26,Recommandation,Client Existant - Extension,17
OPP00000746,746,ACC000211,Commande 746,Closed Won,24862.4,100.0,2022-09-02,2021-12-17,Salon du Livre,Client Existant - Renouvellement,73
OPP00000747,747,ACC000034,Commande 747,Closed Won,53297.08,100.0,2025-04-30,2024-07-26,Salon du Livre,Client Existant - Renouvellement,63
OPP00000748,748,ACC000126,Commande 748,Analyse,57607.5,37.9,2022-01-11,2021-07-29,Reseaux Sociaux,Nouveau Client,3
OPP00000749,749,ACC000301,Commande 749,Qualification,61613.3,23.6,2023-11-08,2023-02-06,Reseaux Sociaux,Nouveau Client,
OPP00000750,750,ACC000846,Commande 750,Negociation,87645.82,47.8,2021-11-21,2021-08-06,Site Web,Client Existant - Extension,66
OPP00000751,751,ACC000973,Commande 751,Closed Won,81593.96,100.0,2024-06-04,2023-12-06,Email,Client Existant - Reduction,
OPP00000752,752,ACC000568,Commande 752,Negociation,23868.5,68.8,2023-09-24,2023-06-23,Demarchage,Client Existant - Reduction,39
OPP00000753,753,ACC000080,Commande 753,Negociation,90949.54,36.4,2023-07-14,2023-01-11,Partenaire,Nouveau Client,
OPP00000754,754,ACC000755,Commande 754,Closed Won,7949.84,100.0,2023-09-06,2022-10-21,Salon du Livre,Nouveau Client,98
OPP00000755,755,ACC000711,Commande 755,Negociation,11841.22,38.4,2021-11-29,2021-06-11,Salon du Livre,Client Existant - Reduction,13
OPP00000756,756,ACC000809,Commande 756,Proposition,45096.46,27.2,2022-04-07,2022-02-15,Site Web,Client Existant - Renouvellement,32
OPP00000757,757,ACC000200,Commande 757,Closed Won,8571.35,100.0,2024-02-04,2023-10-23,Demarchage,Client Existant - Reduction,
OPP00000758,758,ACC000588,Commande 758,Proposition,84661.97,32.9,2022-11-11,2022-04-14,Reseaux Sociaux,Client Existant - Reduction,65
OPP00000759,759,ACC000822,Commande 759,Negociation,32399.63,69.9,2023-09-22,2022-11-05,Reseaux Sociaux,Client Existant - Reduction,58
OPP00000760,760,ACC000320,Commande 760,Proposition,97815.66,53.7,2024-08-12,2023-09-10,Email,Client Existant - Extension,93
OPP00000761,761,ACC000943,Commande 761,Negociation,17583.36,48.5,2023-12-25,2023-05-30,Partenaire,Client Existant - Reduction,
OPP00000762,762,ACC000061,Commande 762,Analyse,89492.0,44.0,2024-06-19,2024-05-15,Email,Client Existant - Reduction,40
OPP00000763,763,ACC000346,Commande 763,Negociation,96317.69,14.0,2024-10-23,2023-11-27,Salon du Livre,Nouveau Client,65
OPP00000764,764,ACC000567,Commande 764,Qualification,32779.39,23.5,2024-08-19,2024-05-06,Recommandation,Client Existant - Extension,
OPP00000765,765,ACC000155,Commande 765,Closed Won,94682.05,100.0,2021-12-23,2021-06-01,Salon du Livre,Nouveau Client,30
OPP00000766,766,ACC000033,Commande 766,Closed Won,61937.96,100.0,2025-05-06,2024-07-12,Recommandation,Client Existant - Reduction,42
OPP00000767,767,ACC000928,Commande 767,Closed Won,82061.99,100.0,2024-08-23,2024-04-24,Demarchage,Client Existant - Renouvellement,
OPP00000768,768,ACC000260,Commande 768,Closed Won,49263.3,100.0,2025-03-02,2024-06-14,Reseaux Sociaux,Client Existant - Extension,
OPP00000769,769,ACC000583,Commande 769,Analyse,57914.58,46.8,2023-08-31,2023-03-21,Email,Client Existant - Renouvellement,56
OPP00000770,770,ACC000374,Commande 770,Closed Won,42925.92,100.0,2023-10-06,2023-03-03,Recommandation,Client Existant - Reduction,7
OPP00000771,771,ACC000326,Commande 771,Closed Won,24494.85,100.0,2023-10-15,2023-03-21,Partenaire,Client Existant - Reduction,49
OPP00000772,772,ACC000904,Commande 772,Closed Won,25220.95,100.0,2023-08-26,2023-06-19,Reseaux Sociaux,Client Existant - Renouvellement,6
OPP00000773,773,ACC000389,Commande 773,Proposition,10224.3,60.2,2024-03-11,2023-11-24,Email,Client Existant - Extension,62
OPP00000774,774,ACC000585,Commande 774,Closed Won,21533.01,100.0,2023-07-18,2023-02-20,Reseaux Sociaux,Nouveau Client,
OPP00000775,775,ACC000117,Commande 775,Negociation,90775.88,78.5,2024-08-05,2024-07-06,Demarchage,Nouveau Client,
OPP00000776,776,ACC000445,Commande 776,Closed Won,61595.4,100.0,2023-02-23,2022-02-27,Recommandation,Client Existant - Reduction,
OPP00000777,777,ACC000816,Commande 777,Analyse,38642.61,46.4,2023-03-30,2023-01-27,Demarchage,Nouveau Client,68
OPP00000778,778,ACC000159,Commande 778,Closed Won,3897.64,100.0,2023-01-02,2022-04-05,Salon du Livre,Client Existant - Reduction,58
OPP00000779,779,ACC000235,Commande 779,Analyse,29507.21,30.7,2024-09-02,2024-06-28,Partenaire,Client Existant - Renouvellement,
OPP00000780,780,ACC000144,Commande 780,Analyse,16857.87,33.4,2025-01-09,2024-02-29,Email,Client Existant - Extension,7
OPP00000781,781,ACC000251,Commande 781,Closed Won,98306.73,100.0,2024-06-11,2024-04-15,Recommandation,Client Existant - Extension,36
OPP00000782,782,ACC000020,Commande 782,Analyse,20329.91,18.7,2024-09-23,2024-07-30,Salon du Livre,Client Existant - Extension,
OPP00000783,783,ACC000464,Commande 783,Closed Won,85258.05,100.0,2023-06-10,2022-09-11,Salon du Livre,Client Existant - Renouvellement,37
OPP00000784,784,ACC000906,Commande 784,Closed Won,12029.28,100.0,2022-03-08,2021-12-14,Demarchage,Client Existant - Extension,12
